marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	44928701	R1ORWPFQ9EDYA0	B000HZZT7W	967346376	LCR Dice Game (Red Chips)	Toys	5	0	0	N	Y	Five Stars	We play this game quite a bit with friends.	2015-08-31
US	43173394	R1YIX4SO32U0GT	B002G54DAA	57447684	BCW - Deluxe Currency Slab - Regular Bill - Dollar / Currency Collecting Supplies	Toys	5	0	1	N	Y	BCW - Deluxe Currency Slab	Fits my $20 bill perfectly.	2015-08-31
US	11210951	R1W3QQZ8JKECCI	B003JT0L4Y	876626440	Ocean Life Stamps Birthday Party Supplies Loot Bag Accessories 24 Pieces per Unit	Toys	5	0	0	N	Y	Fun for birthday party favor	I ordered these for my 3 year old son's birthday party as party favors. They were a huge hit & the perfect fit for a 3 year old!	2015-08-31
US	12918717	RZX17JIYIPAR	B00KQUNNZ8	644368246	New Age Scare Halloween Party Pumpkin and Bat Hanging Round Lantern Decoration, Paper, 9" Pack of 3	Toys	5	0	0	N	N	Love the prints!	These paper lanterns are adorable! The colors are bright, the patterns are fun & trendy & they're a good size! They came well packaged & are easy to assemble, they're also really easy to take apart & flatten back down! We'll get to use them for a few Halloweens I'm sure! They even came with the string needed to hang! I'm glad I grabbed them, they're really cute, my kids are excited to add to the Halloween decor & are already asking to hang them!<br />I received this item at a discount for my unbiased review.	2015-08-31
US	47781982	RIDVQ4P3WJR42	B00WTGGGRO	162262449	Pokemon - Double Dragon Energy (97/108) - XY Roaring Skies	Toys	5	1	1	N	Y	Five Stars	My Grandson loves these cards.  Thank you	2015-08-31
US	34874898	R1WQ3ME3JAG2O1	B00WAKEQLW	824555589	Whiffer Sniffers Mystery Pack 1 Scented Backpack Clip	Toys	1	0	6	N	Y	One Star	Received a pineapple rather than the advertised s'more	2015-08-31
US	20962528	RNTPOUDQIICBF	B00M5AT30G	548190970	AmiGami Fox and Owl Figure 2-Pack	Toys	4	0	0	N	Y	Four Stars	Christmas gift for 6yr	2015-08-31
US	47781982	R3AHZWWOL0IAV0	B00GNDY40U	438056479	Pokemon - Gyarados (31/113) - Legendary Treasures	Toys	5	0	0	N	Y	Five Stars	My Grandson loves these cards.  Thank you	2015-08-31
US	13328687	R3PDXKS9O2Z20B	B00WJ1OPMW	120071056	LeapFrog LeapTV Letter Factory Adventures Educational, Active Video Game	Toys	5	0	0	N	N	they LOVE this game	Even though both of my kids are at the top of this age recommendation level, they LOVE this game!  I love how it caters to the kinesthetic learner by asking them to move their bodies into the shape of the letters.  It even takes teamwork as sometimes two people are required to finish the letter.  My kids know all of their letter sounds and shapes, but this didn't stop them from playing the game over and over.	2015-08-31
US	16245463	R23URALWA7IHWL	B00IGXV9UI	765869385	Disney Planes: Fire & Rescue Scoop & Spray Firefighter Dusty	Toys	5	0	0	N	Y	Five Stars	My 5 year old son loves this.	2015-08-31
US	11916403	R36L8VKT9ZSUY6	B00JVY9J1M	771795950	Winston Zeddmore & Ecto-1: Funko POP! Rides x Ghostbusters Vinyl Figure	Toys	5	0	0	N	Y	Five Stars	love it	2015-08-31
US	5543658	R23JRQR6VMY4TV	B008AL15M8	211944547	Yu-Gi-Oh! - Solemn Judgment (GLD5-EN045) - Gold Series: Haunted Mine - Limited Edition - Ghost/Gold Hybrid Rare	Toys	5	0	0	N	Y	Absolutely one of the best traps in the game	Absolutely one of the best traps in the game. It is never a dead and always live since you can always pay half your lifepoints for its cost. It's main power is that it can stop any card. Hopefully this card comes off the Forbidden/Limited list soon.	2015-08-31
US	41168357	R3T73PQZZ9F6GT	B00CAEEDC0	72805974	Seat Pets Car Seat Toy	Toys	5	0	0	N	Y	Five Stars	really soft and cute	2015-08-31
US	32866903	R300I65NW30Y19	B000TFLAZA	149264874	Baby Einstein Octoplush	Toys	5	0	0	N	Y	Five Stars	baby loved it - so attractive and very nice	2015-08-31
US	12994636	R3MDVG6RXZ0KC4	B003C1MW4Q	532597434	Mr. Potato Head Toy Story 3 Classic Mr. Potato Head	Toys	5	0	0	N	Y	Five Stars	Everyone loves this old classic toys	2015-08-31
US	23413911	R4SB75QT541TT	B00DYY6ZVM	886691682	Ugly Dolls Hello Kitty l, Ice Bat	Toys	4	0	0	N	Y	Ugly but loved	My daughter loves this little thing.  One part Hello Kitty, one part bat, you can't go wrong.	2015-08-31
US	42872794	R1AHKUFBO1S7V3	B00OV26CUK	626655645	aBaby Mackenzie Personalized Pastel Name Puzzle	Toys	5	0	0	N	Y	Five Stars	Much bigger than expected. Wish they had our other grandchildren's names.	2015-08-31
US	51393644	R2YLG0UT0NQ25C	B00GBSWNU0	842531328	Magic The Gathering Planeswalker Flip Box, Grey	Toys	5	0	0	N	Y	Five Stars	As advertised	2015-08-31
US	25893557	R1ML50QVMAEHIA	B013O46TM6	733506736	ISLANDIA Wooden Resource Tokens Set for Both 3-4 and 5-6 Player Games (Compatible with Settlers) by Artificially Natural	Toys	5	6	6	N	Y	Catan is my husbands favorite game. We play all the time	Catan is my husbands favorite game.  We play all the time.  Due to many of our resource cards being damaged or missing, I hopped onto Amazon to look for a replacement deck.  While searching, I came across these tokens.  Who knew?!?!  (I was not aware a product like this existed.)  On a whim, I bought a pack.... and I'm soooo glad I did!  Everyone loved playing with the lil' tokens.  Call me crazy... but I think the game is just more fun when you are using a miniature sheep for a sheep, a miniature wood for a wood, etc... instead of plain ole cards.  It was easy.  We each kept our pieces in a small non-see-through cup during play (you can also play with your resources visible to all).  Not to mention... they were just a fraction of the price of the replacement deck I was going to buy online!  We are very happy with our purchase.  :)	2015-08-31
US	26408771	R3AF8I3RA6OBXV	B00P4CGUSA	722328086	Shopkins Season 2 (5-Pack) (Styles Will Vary)	Toys	5	0	0	N	Y	Five Stars	grand kids love them, came on time	2015-08-31
US	12994636	R25XLQ0A2OZZDJ	B0000696OX	297063495	Disguise Toy Story 2 Woody Costume	Toys	5	0	0	N	Y	Five Stars	My grandson lives in this - soo cute	2015-08-31
US	50380861	R1YM5I20A1C04H	B00J4T75ME	418562639	Fisher-Price Octonauts Barnacles' Octopod Steering Deck	Toys	5	0	0	N	Y	Five Stars	my boys love it	2015-08-31
US	30057578	R9W9VDJ261CJO	B0046EYVVU	340440599	Forum Novelties 59404 Gepetto Gray Moustache and Wig	Toys	4	0	0	N	Y	Darker than I thought, great for price!	For the price it's a great costume piece. A lot darker hair than I thought it would have in it.	2015-08-31
US	50603961	RUDU6BWZ4OH39	B001O5OLMS	293183305	Poolmaster Pirate Ship with Action Squirter	Toys	5	0	0	N	Y	lots of fun	my soon to be 4 year old loves this thing...its holding up fine	2015-08-31
US	44984621	R1BBJDI7Z3AJW2	B00P0QMGWO	35688008	Kotobukiya She-Hulk "Marvel Comics" - Bishoujo Statue - Kotobukiya Action Figure	Toys	5	1	1	N	Y	Great Statue	Show those muscles.  Great statue.	2015-08-31
US	7386517	R8SCUAIH17RS6	B007JVU9TU	630735469	GUND 12" Red Shirt Curious George Plush Doll	Toys	5	1	1	N	Y	My son LOVES it! He wouldn't put it down ...	My son LOVES it! He wouldn't put it down for the first couple weeks he had it. I'd say that this toy got my 3 year old's stamp of approval.	2015-08-31
US	34767682	R275YVJ9LD4BP9	B00DELMXCU	411990628	Frozen Elsa's Jewelry Set	Toys	5	0	0	N	Y	Five Stars	daughter is very happy	2015-08-31
US	14901572	R3AIM61BUJQQ0B	B00WJ1O6P8	901464294	LeapFrog Scout's Build and Discover Tool Set Toy	Toys	4	0	1	N	N	Fun for tool-loving kids	This toy is sure to keep a kid who loves tools happy. It is a tool box that can be taken apart and put back together with the supplied tools. This toy is designed to teach shapes and colors with fun songs. It comes apart easily  and might be a bit frustrating for a younger toddler. A slightly older child will enjoy the challenge of taking apart and reassembling this toy.	2015-08-31
US	3366177	R2LR9ME8LO75JC	B00A78GZOA	21158346	AGPtEK Electric Portable Air Pump Balloon Pump	Toys	5	0	0	N	N	Air flow is really good..	I bought this product for my kid]s birthday. It saved me lot of time in blowing all the balloons. Air flow is really good....there is touch on option too along with continuous nozzle..I used it for 1hr, it is working fine. Nice product....	2015-08-31
US	2321779	RCUSMINLNGF62	B012TROCLE	496781391	Dante, Traveler of the Burning Abyss Super Rare Yu-Gi-Oh! Sexy Art Orica	Toys	5	2	3	N	Y	the artwork, amazing	amazing quality first of all, these cards are amazing proxies (but don't try to use em in &#34;official duels&#34; unless a judge is okay with it, if you have the real thing to show) and look amazing in your binder!	2015-08-31
US	22719359	R3G16P80BE17NB	B006ZO5Y9W	957391420	Super Mario Brothers Fire Spitting Mario Themed 4" Piggy Bank	Toys	5	0	0	N	Y	Five Stars	Very good item. Quick delivery.	2015-08-31
US	1723365	R1LL4GHZL1ASXX	B00DPX62Z6	309560623	Hedstrom Marvel Avengers Assemble Hopper Ball, Hop ball for kids	Toys	1	0	0	N	Y	Very disappointing... Way too small.	This was much too small for an average size child to bounce on. It was the size of about a punching balloon. VERY DISAPPOINTING.	2015-08-31
US	49296159	R21IFNI7NHX7NX	B00JJL5C0E	523660658	Super Snap Speedway - 318 Pc Deluxe Set with 3 Motorized Cars	Toys	5	0	1	N	Y	lots of fun my 4 year old directs me on what he ...	we have this track and another one that glows in the dark we combine them and make a giant track. lots of fun my 4 year old directs me on what he needs built and we have all kinds of fun with it	2015-08-31
US	39150715	R23LFYAIMTUMQK	B000RGRN7K	999312970	Slinky Brand Single Pop Toob	Toys	4	0	0	N	Y	Four Stars	Loses it's ability to lengthen and shorten quickly as it gets little bends in the grooves.	2015-08-31
US	6235304	R1KVF9YJQWIXNF	B00IANTUPU	815622165	Lego, Star Wars, Kashyyyk Troopers (75035) (Discontinued by manufacturer)	Toys	5	0	0	N	Y	Five Stars	my grandson loves having good guys vs bad guys	2015-08-31
US	24638217	R2NZ654DZ2EO3U	B0006VR6GO	538530132	Crayola Washable Crayons, Large, 8 Colors/box (52-3280)	Toys	5	0	0	N	Y	Excellent Crayons	These are exactly what you would expect...large crayons.  Crayola is definitely the leader of the pack when it comes to crayons.  I purchased these for my 2 year old.  She is learning to write and draw and these fit in her hands much more comfortably than standard sized crayons.  With these being thicker they are harder for her to break too lol.  Bonus.  Overall these are great crayons and I highly recommend them.	2015-08-31
US	23268511	RY1L296RT1IU7	B00M5ATH3E	411561123	Disney Sparkle Princess Ariel Doll	Toys	5	0	0	N	Y	Five Stars	very nice doll	2015-08-31
US	20940357	R1XNDG83B0DYNY	B008FD8ETS	29613450	Hungry Hungry Hippos	Toys	1	0	0	N	N	Don't waste your money. Not even close to the quality of the original Hungry Hippo from my childhood.	Don't buy this. Cheaply made. Hippos get stuck. Cover for ball storage does not attach securely to the underside of game so every time they pick it up, the cover falls off and balls go everywhere. Can't believe this game actually passed QC standards. You would think it was a 99 cent game.	2015-08-31
US	127254	R30BROIV4HG62F	B00886M9ES	794618326	Snazaroo Face Paints - Turquoise 488 (30 ml)	Toys	4	0	0	N	Y	I very much liked this product	I very much liked this product. However, when I opened it the packaging said '18ml' instead of '30ml'. Besides that, I really liked this paint.	2015-08-31
US	45576261	R1KZULMFF0V7XN	B00CANHZ4Y	193190825	Star Wars Darth Vader Voice Changer Helmet	Toys	5	0	0	N	Y	Five Stars	Great toy hiogh quality voice changer is great	2015-08-31
US	47078434	R1A84GM7K4GZVW	B00A8VJB2O	527832220	Nerf N-Sports Vortex Aero Howler Football, Orange and Grey	Toys	4	0	0	N	Y	Throws really well and is well made. The nose ...	Throws really well and is well made. The nose is a bit hard and it hurt my 5 year old a few times when he didn't make the catch and got bumped in the face.	2015-08-31
US	30340908	R16HYMDSG70RLL	B00KNUE2UQ	536771335	McFarlane Toys NFL Series 35 Johnny Manziel Action Figure	Toys	5	1	1	N	Y	Bent Packaging. Loses the value	I think the figure itself looks great. But these are typically for a collector, and the package was bent and frayed at the edges. I expected a little more care with the packaging.	2015-08-31
US	24192333	R29NU5NNRYRCUU	B009DA973E	305738915	49mm Rock Bouncy Ball. 1 Dozen	Toys	1	0	6	N	Y	Not as expected....	Not so good ;-(	2015-08-31
US	27367902	R16N0A77B9KDEJ	B00WJ1PPGM	999209932	LeapFrog LeapTV: Disney Frozen: Arendelle's Winter Festival Educational	Toys	4	0	0	Y	N	Good for Ages 3 -5	The grandchildren were here this past weekend so this game was fully tested and enjoyed. 2 boys - 1 Girl Ages 3 - 7. A nice variety of games with different skill levels. We learned very quickly that we needed an additional controller so that was purchased asap. The little ones loved showing off their counting talents but the older one grew bored with the play after his first turn. &#34;Too much like school Nana&#34;. I like that the 3 year olds will grow with the game. I would not recommend it for kids at the top of the age range though as it doesn't seem to hold their interest very long.<br /><br />A side note - After playing the game we had to break out the movie and watch for the umpteenth time but we are not complaining, we all love the movie.	2015-08-31
US	528911	R1HMJ6ZZTUF61I	B00RJJQED2	60267602	Bandai Tamashii Nations Movie Realization Ashigaru Storm Trooper "Star Wars" Action Figure	Toys	5	1	1	N	Y	Five Stars	I loved it and my boyfriend really loves it.	2015-08-31
US	14139046	R39J1Q52NAROW0	B006CZLG5U	994571743	Farkel Rolling Tray Set	Toys	5	0	0	N	Y	We have enjoyed this game with many families and many game nights	We have enjoyed this game with many families and many game nights!!  The directions are right on the soft mat and the Dice don't roll off the table!	2015-08-31
US	25011286	R1U82K6FVR06I6	B009SRBLE0	945092133	Minecraft Rubber Bracelet Creeper & Diamond Set of 2	Toys	5	0	0	N	Y	Great for the birthday swag!	These were great. I put them in swag bags for my son's birthday party. What a hit!	2015-08-31
US	11916403	R2OQ1U2U4VLRRU	B010GA8SE8	11020243	Despicable Me Superhero Series - Minion Dave Captain America QCF Nanoblock Minifigure Lego Toys	Toys	5	0	0	N	Y	Five Stars	love it	2015-08-31
US	7743493	R2568BBU7YS4P3	B00YFSB1BK	77042903	Lutema Police Pickup 4CH Remote Control Truck	Toys	5	0	1	N	Y	Five Stars	Good	2015-08-31
US	121010	R14HBGUHLFMFWQ	B00T80YXTM	643370324	Quinceanera Teal - Sweet 15 - Birthday Party Photo Booth Props Kit - 20 Count	Toys	5	0	0	N	Y	Five Stars	They are so pretty! Made the photo booth fun	2015-08-31
US	12577045	RT460RKZ7P3CN	B00ABA0ZOA	482557980	Jenga Hardwood Game	Toys	4	0	0	N	Y	Four Stars	It's always a fun game to have not to much else to say.	2015-08-31
US	52465416	R2JI8MRXXJ8OT1	B0127NWSSE	865420657	Building Blocks Bracelets Multi-Color By MinifigFans - 12 Piece Bulk Party Pack	Toys	5	0	0	N	Y	As Advertised	They worked out great for our Lego themed birthday party.	2015-08-31
US	19805027	R1DY07ESOYT953	B00GXM6J86	55044695	K'nex Family Guy-Stewie and Lois Buildable Figures	Toys	4	0	0	N	Y	Four Stars	Ok	2015-08-31
US	10997937	R8ZIRG91LGELG	B002TMK962	438261208	Rock - Concert Ticket Album	Toys	3	0	0	N	Y	Average	Does the job, but very lackluster in presentation.  Ordered it for a gift and was a little embarrassed at how plain it was so we bought some extra odds and ends to make a more presentable gift.	2015-08-31
US	44260515	R1ZT28IR5WUCGN	B00WJ1OPMW	120071056	LeapFrog LeapTV Letter Factory Adventures Educational, Active Video Game	Toys	5	0	0	N	N	a really great app for kids who need to work on their ...	True to all the other Letter Factory games and videos, this reinforces letters over and over.  I was hoping for a bit more gaming in this game, but it is mostly just letters--great for a kid who needs to learn them (like my three year old.)  There's a game where you practice tracing the letter but we sometimes have trouble using the lightstick so we didn't play it.  It's also meant more for Multi-player so make sure you have more than one controller.  Overall, a really great app for kids who need to work on their letters!	2015-08-31
US	36138324	R2BBNSRU017A2A	B005KUKKRS	43361364	Eastern Jungle Gym Heavy-Duty Replacement Swing Seat - Playground Swing Set Accessories for Kids and Adults	Toys	5	0	0	N	Y	Five Stars	This is a quality product.	2015-08-31
US	16246405	RKU0PB54OAG3R	B003B673UK	212321712	Hide And Seek Safari JR. - Monkey	Toys	4	0	0	N	Y	Hide and seek monkey,	Works as advertised, grandkids love it, in this case the wand should have a little less power or range. When they are any where in the same room out goes off.	2015-08-31
US	49253116	R2SZVQGP4D1JSR	B00005JG3Y	353465840	Winning Moves Pass the Pigs Classic Party Game	Toys	5	0	0	N	Y	in good condition. It is a very fun game	Game arrived in timely manner, in good condition.  It is a very fun game!  We're very satisfied!	2015-08-31
US	8124301	R3G0PSPB3ESRYV	B001Q5S8UC	681683674	Amscan Fun-Filled Birthday Party Mini Ninja Action Figure Favour	Toys	5	0	0	N	Y	Five Stars	Perfect and came in time.	2015-08-31
